strategy,threshold,seed,n_raw,outlier_pre,outlier_post,K,cv,div,excl,frex
c-tf-idf,0.0,42,44,0.35472767766754404,0.0,30,0.5158539890953644,0.69,0.34965362110611314,0.9810673555843051
c-tf-idf,0.05,42,44,0.35472767766754404,0.005061753391374772,29,0.5630061609134113,0.7396551724137931,0.38341365866246196,0.9812543518323886
c-tf-idf,0.1,42,44,0.35472767766754404,0.13423769993925896,29,0.5645519200373538,0.7448275862068966,0.39767384076926326,0.9835044040840337
c-tf-idf,0.15,42,44,0.35472767766754404,0.27211986232030777,29,0.5801159942507274,0.75,0.42442783123945016,0.9862363655843547
c-tf-idf,0.2,42,44,0.35472767766754404,0.3312411419315651,29,0.584400486352433,0.7672413793103449,0.4394290736810126,0.9874267659200616
c-tf-idf,0.3,42,44,0.35472767766754404,0.35412026726057905,29,0.5803981834239097,0.7637931034482759,0.4422270348554754,0.9879283523185541
embeddings,0.0,42,44,0.35472767766754404,0.0,30,0.5142482365452213,0.6733333333333333,0.33748777201166985,0.9809597605056602
embeddings,0.2,42,44,0.35472767766754404,0.0,30,0.5142482365452213,0.6733333333333333,0.33748777201166985,0.9809597605056602
embeddings,0.3,42,44,0.35472767766754404,0.0,30,0.5142482365452213,0.6733333333333333,0.33748777201166985,0.9809597605056602
embeddings,0.4,42,44,0.35472767766754404,0.0,30,0.5142482365452213,0.6733333333333333,0.33748777201166985,0.9809597605056602
embeddings,0.5,42,44,0.35472767766754404,0.012553148410609435,29,0.5567092981836627,0.7258620689655172,0.36894089646235473,0.9813573140005001
embeddings,0.6,42,44,0.35472767766754404,0.16177363838833772,29,0.5792406198337716,0.7396551724137931,0.39872731682254114,0.9842944505808596
embeddings,0.7,42,44,0.35472767766754404,0.3306337315246001,29,0.5844242111458638,0.7655172413793103,0.4365490410894704,0.9874663800507235
embeddings,0.8,42,44,0.35472767766754404,0.35472767766754404,29,0.5803981834239097,0.7637931034482759,0.44224705230235056,0.9879402064036967
embeddings,0.9,42,44,0.35472767766754404,0.35472767766754404,29,0.5803981834239097,0.7637931034482759,0.44224705230235056,0.9879402064036967
probabilities,0.0,42,44,0.35472767766754404,0.0,30,0.5017145727702291,0.67,0.33082822014208335,0.981012156222875
probabilities,0.05,42,44,0.35472767766754404,0.1356549908888439,29,0.5560540763087084,0.743103448275862,0.3984630983873803,0.9838928208023667
probabilities,0.1,42,44,0.35472767766754404,0.23871228993723426,29,0.5702577154209646,0.753448275862069,0.42086360724608374,0.9859352704006972
probabilities,0.15,42,44,0.35472767766754404,0.288115003037052,29,0.5762920466090479,0.7586206896551724,0.4284492508974098,0.9867638776172186
probabilities,0.2,42,44,0.35472767766754404,0.31889046365661067,29,0.5796393333715073,0.7672413793103449,0.4368084596687549,0.9873149525900974
probabilities,0.3,42,44,0.35472767766754404,0.3427819396638996,29,0.5819697268650533,0.7637931034482759,0.440915917627838,0.9877522476550538
distributions,0.0,42,44,0.35472767766754404,0.0,30,0.5262664099543287,0.6866666666666666,0.3510670782035933,0.9810391859917689
distributions,0.05,42,44,0.35472767766754404,0.0,30,0.5184711976578426,0.69,0.34679675893764883,0.9811200946006179
distributions,0.1,42,44,0.35472767766754404,0.003239522170479854,29,0.5453156814864424,0.7275862068965517,0.3748164042077471,0.9811292085730242
distributions,0.15,42,44,0.35472767766754404,0.02733346831342377,29,0.5445543036167432,0.7155172413793104,0.3698115463057506,0.9813600690038211
distributions,0.2,42,44,0.35472767766754404,0.10062765742053047,29,0.5561295807686235,0.7327586206896551,0.37496869258195403,0.9827075649081292
distributions,0.3,42,44,0.35472767766754404,0.2864952419518121,29,0.5764208817677582,0.7551724137931034,0.4265457188607594,0.9865192920684549
